"id","created_at","name","has_test","alternate_url"
"131811867","2026-04-03T11:09:25+0300",-,false,"https://hh.ru/vacancy/131811867"
"131817790","2026-04-03T13:09:37+0300","Junior",false,"https://hh.ru/vacancy/131817790"
